name,norad_cat_id,classification,int_designator,epoch_year,epoch_day,first_derivative_mean_motion,second_derivative_mean_motion,bstar_drag,ephemeris_type,element_set_number,inclination,raan,eccentricity,arg_of_perigee,mean_anomaly,mean_motion,rev_number,anomaly_label
COSMOS 2414,28521,U,05002A,25,280.27793235,9.3e-07,0.0,652760000.0,0,999,82.9488,234.9082,0.0039512,332.6343,27.2738,13.87890752,4873,0
NSS-10,28526,U,05003A,25,280.20087669,-2.45e-06,0.0,0.0,0,999,5.8157,73.498,0.0002893,122.216,215.2789,1.00271162,5061,0
XM-3 (RHYTHM),28626,U,05008A,25,280.08823684,-1.97e-06,0.0,0.0,0,999,0.0095,310.53,3.17e-05,298.0588,72.8598,1.00271166,4008,0
INMARSAT 4-F1,28628,U,05009A,25,280.17808809,3.8e-07,0.0,0.0,0,999,4.8341,42.4657,0.0003472,177.8621,37.9963,1.00272121,7513,0
IRS-P5 (CARTOSAT-1),28649,U,05017A,25,280.07395998,2.023e-05,0.0,21483000.0,0,999,97.5582,309.4243,0.0001877,126.1196,234.0196,14.9007044,10611,0
DIRECTV 8,28659,U,05019A,25,280.30505391,3e-08,0.0,0.0,0,999,0.0237,107.0103,0.0003445,105.0101,154.98,1.0027185,7453,0
GALAXY 28 (G-28),28702,U,05022A,25,279.54838229,-1.84e-06,0.0,0.0,0,999,2.6403,82.0991,0.0004628,151.7347,250.372,1.00283684,4944,0
SJ-7,28737,U,05024A,25,280.31355195,9.175e-05,0.0,47112000.0,0,999,97.7549,299.118,0.0017448,181.6639,178.4538,15.16610971,10963,0
THAICOM 4,28786,U,05028A,25,280.23181684,-3.6e-06,0.0,0.0,0,999,0.0446,84.2044,0.000255,121.1064,13.8015,1.00271001,4971,0
REIMEI (INDEX),28810,U,05031B,25,280.2676785,8.077e-05,0.0,53879000.0,0,999,97.9948,28.4292,0.0020579,247.0384,112.8671,15.07165278,9284,0
ANIK F1R,28868,U,05036A,25,280.27146051,-6.9e-07,0.0,0.0,0,999,3.6599,79.6999,0.0002548,83.216,203.6961,1.00271421,4391,0
NAVSTAR 57 (USA 183),28874,U,05038A,25,280.18040742,-2e-08,0.0,0.0,0,999,55.0889,283.3797,0.0133767,291.8446,142.3124,2.00552526,14676,0
SYRACUSE 3A,28885,U,05041B,25,280.21257675,1.36e-06,0.0,0.0,0,999,3.9939,78.9741,0.0003351,128.2745,267.2121,1.00273998,7321,0
BEIJING 1,28890,U,05043A,25,280.30523942,5.95e-06,0.0,74385994.92020068,0,999,98.2587,47.6849,0.0014538,358.0283,2.0859,14.63272073,6366,1
SINAH 1,28893,U,05043D,25,280.31330224,7.27e-06,0.0,14832000.0,0,999,98.2535,48.7251,0.0014296,353.3513,6.7497,14.63850078,6352,0
CUBESAT XI-V,28895,U,05043F,25,280.28768135,2.665e-05,0.0,43736000.0,0,999,98.2668,66.2838,0.0013354,289.0287,70.9472,14.71489382,6454,0
INMARSAT 4-F2,28899,U,05044A,25,279.66583162,-2.55e-06,0.0,0.0,0,999,4.7637,43.625,0.0003193,174.6399,180.5278,1.00270744,7297,0
COSMOS 2416,28908,U,05048A,25,280.30771529,3.8e-07,0.0,17242000.0,0,999,82.4636,109.3896,0.000817,18.7318,154.3279,12.55588774,90716,0
METEOSAT-9 (MSG-2),28912,U,05049B,25,280.00318917,1.32e-06,0.0,0.0,0,999,8.7806,56.5865,0.0002706,186.7895,179.3791,1.00271067,447,0
EUTELSAT 174A,28924,U,05052A,25,280.17822697,1.5e-07,0.0,0.0,0,999,3.5734,79.6483,0.000633,119.2119,55.3956,1.00271349,4979,0
ECHOSTAR 10,28935,U,06003A,25,280.1864033,-5.3e-07,0.0,0.0,0,999,0.0524,48.323,0.0001845,101.1558,183.5494,1.00270468,7192,0
SPAINSAT,28945,U,06007A,25,279.04172551,-2.14e-06,0.0,0.0,0,999,0.0384,243.7645,0.0005946,322.06,154.1752,1.00270883,7167,0
JCSAT-5A,29045,U,06010A,25,280.21572494,-3.24e-06,0.0,0.0,0,999,0.4488,87.4275,0.000203,34.2435,104.168,1.00274178,7123,0
ASTRA 1KR,29055,U,06012A,25,280.21205675,1.22e-06,0.0,0.0,0,999,0.0079,72.5843,0.0005629,140.9857,258.0972,1.00269414,4316,0
EROS B,29079,U,06014A,25,280.29776035,0.00081803,0.0,1388300.0,0,999,97.3522,34.6795,0.0004469,318.7287,41.3627,15.51193536,8045,0
RESURS-DK 1,29228,U,06021A,25,280.27195463,4.214e-05,0.0,25360000.0,0,999,69.9322,273.537,0.0006139,317.5786,42.4904,15.11608555,6433,0
GALAXY 16 (G-16),29236,U,06023A,25,279.97441572,-1.24e-06,0.0,0.0,0,999,0.0198,200.6582,0.0002676,357.766,69.2633,1.00270297,7043,0
ARIRANG-2 (KOMPSAT-2),29268,U,06031A,25,280.31995813,5.77e-06,0.0,11750000.0,0,999,97.8318,112.0182,0.0015043,151.2212,21.8606,14.64406362,2446,0
EUTELSAT HOTBIRD 13B,29270,U,06032A,25,280.21483009,1.59e-06,0.0,0.0,0,999,1.0023,84.9714,0.0003862,106.0895,295.491,1.00271547,4477,0
JCSAT-3A,29272,U,06033A,25,280.23363684,-3.42e-06,0.0,0.0,0,999,0.0126,256.614,0.0002511,308.0125,23.6367,1.0027165,4520,0
SYRACUSE 3B,29273,U,06033B,25,280.13752309,2.6e-07,0.0,0.0,0,999,2.2458,83.2472,0.0004391,130.1213,215.503,1.007411120709185,7013,1
KOREASAT 5 (MUGUNGWHA 5),29349,U,06034A,25,280.22683565,-3.54e-06,0.0,0.0,0,999,1.1235,86.4497,0.0001778,148.0712,336.3575,1.00270954,3878,0
HINODE (SOLAR-B),29479,U,06041A,25,280.10648771,1.197e-05,0.0,21633000.0,0,999,98.0705,294.8933,0.0017919,15.5564,344.6188,14.68136394,1773,0
NAVSTAR 58 (USA 190),29486,U,06042A,25,279.41147985,5.6e-07,0.0,0.0,0,999,54.6863,161.4132,0.0106697,49.9608,91.6759,2.00556639,13930,0
DIRECTV 9S,29494,U,06043A,25,280.31986672,-1.09e-06,0.0,0.0,0,999,1.7626,83.9742,0.0003081,113.9492,192.2678,1.00271589,4884,0
OPTUS D1,29495,U,06043B,25,280.16698988,-1.78e-06,0.0,0.0,0,999,2.3767,82.7939,0.0003805,116.2106,29.1921,1.00271989,6958,0
SHIJIAN-6 02A (SJ-6 02A),29505,U,06046A,25,280.35264137,7.989e-05,0.0,45631000.0,0,999,97.672,314.6935,0.0001695,312.151,47.9576,15.12986147,3398,0
SHIJIAN-6 02B (SJ-6 02B),29506,U,06046B,25,280.32938583,1.749e-05,0.0,14449000.0,0,999,97.6951,306.6753,0.0011566,177.2866,182.8422,15.00221825,3281,0
DMSP 5D-3 F17 (USA 191),29522,U,06050A,25,280.29753747,2.59e-06,0.0,15654000.0,0,999,98.7419,287.0589,0.0011088,61.5106,298.7183,14.14877006,97665,0
BADR-4,29526,U,06051A,25,280.21344343,1.49e-06,0.0,0.0,0,999,1.3461,83.7844,0.000555,159.1576,236.2806,1.00273348,4873,0
NAVSTAR 59 (USA 192),29601,U,06052A,25,280.13918494,1.1e-07,0.0,0.0,0,999,54.9894,224.0391,0.0085704,86.9917,273.9697,2.00569258,13833,0
WILDBLUE-1,29643,U,06054A,25,280.31017995,-4.5e-07,0.0,0.0,0,999,2.1449,83.7172,0.0001583,117.5927,175.4077,1.00272449,5125,0
LAPAN-TUBSAT,29709,U,07001A,25,280.30187094,1.022e-05,0.0,12489000.0,0,999,98.1214,269.1089,0.0010895,291.8896,68.116,14.85523786,1360,0
THEMIS A,30580,U,07004A,25,279.30771728,1.56e-06,0.0,-1944300.0,0,999,4.0036,156.232,0.8448835,123.7723,343.703,0.87834983,3904,0
SKYNET 5A,30794,U,07007B,25,280.01298256,-2.65e-06,0.0,0.0,0,999,4.6526,76.7917,0.0003662,133.2804,265.7513,1.00269935,6816,0
THEMIS D,30797,U,07004D,25,279.60647889,1.23e-06,0.0,0.0,0,999,4.0659,91.3782,0.8399663,192.1935,66.8559,0.87836326,3884,0
THEMIS E,30798,U,07004E,25,279.60725889,1.27e-06,0.0,0.0,0,999,1.2847,113.2034,0.8401138,171.1379,80.5172,0.87837619,6368,0
ANIK F3,31102,U,07009A,25,279.61375892,2e-08,0.0,0.0,0,999,0.536,86.8189,0.0002784,100.4105,290.5546,1.0027121,4402,0
HAIYANG-1B,31113,U,07010A,25,280.23651281,1.85e-06,0.0,863680000.0,0,999,98.3261,267.2778,0.0012482,228.1871,131.8247,14.30933123,96445,0
SAUDISAT 3,31118,U,07012B,25,280.27156737,6.85e-06,0.0,11930000.0,0,999,98.1105,226.0539,0.0013735,316.4229,43.5892,14.711609,99056,0
SAUDICOMSAT 7,31119,U,07012C,25,280.28447469,1.313e-05,0.0,24617000.0,0,999,98.3433,244.8369,0.0054784,269.2506,90.2419,14.65610518,98538,0
SAUDICOMSAT 6,31121,U,07012E,25,280.26607964,1.462e-05,0.0,29040000.0,0,999,98.3731,238.6994,0.0073242,35.214,325.3869,14.62068836,98321,0
SAUDICOMSAT 5,31124,U,07012H,25,279.85699639,1.298e-05,0.0,23394000.0,0,999,98.3145,245.2038,0.004722,201.3024,158.6215,14.67605931,98642,0
SAUDICOMSAT 3,31125,U,07012J,25,280.18015777,1.544e-05,0.0,26286000.0,0,999,98.2805,246.1208,0.0040587,130.5533,229.9218,14.70037938,98764,0
SAUDICOMSAT 4,31127,U,07012L,25,280.18789457,1.543e-05,0.0,29578000.0,0,999,98.363,243.2086,0.0063378,330.0572,29.701,14.64015197,98435,0
ASTRA 1L,31306,U,07016A,25,280.21205675,1.24e-06,0.0,0.0,0,999,0.6627,82.6107,0.0003622,119.2793,269.9701,1.00270432,4245,0
GALAXY 17 (G-17),31307,U,07016B,25,280.28779687,-2.02e-06,0.0,0.0,0,999,2.3263,83.0918,0.0006057,153.9143,157.8197,1.00271391,6726,0
YAOGAN-2,31490,U,07019A,25,280.17975526,1.218e-05,0.0,15939000.0,0,999,98.2913,127.0025,0.0021554,16.4299,343.7607,14.82217696,99012,0
GLOBALSTAR M069,31573,U,07020C,25,280.16489958,-8.3e-07,0.0,885330000.0,0,999,52.002,248.2743,0.0002035,358.1061,14.0005,12.2346202,84783,0
GLOBALSTAR M072,31574,U,07020D,25,280.31235541,-1e-06,0.0,-22574000.0,0,999,51.9943,53.4622,0.0001512,152.8466,219.9336,11.919639116915128,84483,1
COSMO-SKYMED 1,31598,U,07023A,25,280.27721006,4.614e-05,0.0,42626000.0,0,999,97.8882,105.2643,0.0001502,85.4467,274.6925,14.95094676,99196,0
TERRASAR-X,31698,U,07026A,25,279.66480519,2.645e-05,0.0,12913000.0,0,999,97.4466,286.0181,0.0001938,78.6969,281.4483,15.19143585,1473,0
COSMOS 2428,31792,U,07029A,25,280.11766753,-1.68e-06,0.0,-644310000.0,0,999,70.9413,165.7409,0.0002397,178.9659,181.1467,14.12901017,94240,0
ZHONGXING-6B,31800,U,07031A,25,280.01662257,-3.54e-06,0.0,0.0,0,999,1.7359,84.527,0.0004295,127.2875,283.5361,1.00256577,6689,0
DIRECTV 10,31862,U,07032A,25,279.6169656,-1.01e-06,0.0,0.0,0,999,0.0402,357.6738,7.84e-05,236.3022,260.8942,1.00271061,4305,0
WORLDVIEW-1 (WV-1),32060,U,07041A,25,280.29904394,0.00010443,0.0,42262000.0,0,999,97.3865,38.718,0.0002307,267.989,92.1083,15.24879339,435,0
OPTUS D2,32252,U,07044A,25,280.20027002,-2.51e-06,0.0,0.0,0,999,1.4151,85.1418,0.0003283,117.1692,205.9308,0.99344735,6602,0
INTELSAT 11 (IS-11),32253,U,07044B,25,280.18378172,-2.59e-06,0.0,0.0,0,999,2.9005,81.7631,0.0008562,131.1498,27.7566,0.99053226,6594,0
WGS F1 (USA 195),32258,U,07046A,25,280.19983669,-2.64e-06,0.0,0.0,0,999,0.1324,86.9737,5.41e-05,147.9693,170.6146,1.00271734,4979,0
NAVSTAR 60 (USA 196),32260,U,07047A,25,279.44647544,4.7e-07,0.0,0.0,0,999,53.9063,90.5372,0.0164681,84.1281,277.7897,2.00567173,13172,0
GLOBALSTAR M066,32265,U,07048C,25,280.12851031,-1.06e-06,0.0,-997410000.0,0,999,51.9593,64.3645,0.000423,224.8864,305.9036,12.30378141,82907,0
COSMOS 2433 [GLONASS-M],32275,U,07052A,25,279.98557519,-1.8e-07,0.0,0.0,0,999,65.7169,324.4492,0.000577,235.6195,124.4052,2.13104047,13966,0
COSMOS 2432 [GLONASS-M],32276,U,07052B,25,280.16218792,-1.9e-07,0.0,0.0,0,999,65.7324,324.5662,0.000981,306.653,133.5465,2.13103056,13969,0
SAR-LUPE 3,32283,U,07053A,25,280.28267564,0.00085656,0.0,66615000.0,0,999,98.1669,85.1111,0.0009752,298.695,61.3329,15.71434509,72,0
YAOGAN-3,32289,U,07055A,25,280.31562543,2.975e-05,0.0,31906000.0,0,999,97.8451,307.5305,0.0001602,106.6437,253.4957,14.89385586,96820,0
SKYNET 5B,32294,U,07056B,25,280.21318343,1.47e-06,0.0,0.0,0,999,4.6044,76.5238,0.0003731,118.6495,282.7809,1.00273646,6566,0
ASTRA 4A,32299,U,07057A,25,280.20919674,3.5e-07,0.0,0.0,0,999,0.0492,53.2053,0.0002654,147.3426,255.6971,1.00271699,4911,0
COSMO-SKYMED 2,32376,U,07059A,25,280.26667725,8.41e-06,0.0,11222000.0,0,999,97.8896,102.5552,0.0001522,86.4286,273.7101,14.82157316,96453,0
RADARSAT-2,32382,U,07061A,25,280.30306646,1.65e-06,0.0,810530000.0,0,999,98.5817,285.8466,0.0001158,89.076,271.0555,14.29980928,92981,0
NAVSTAR 61 (USA 199),32384,U,07062A,25,280.01159588,-1e-08,0.0,0.0,0,999,55.2383,284.3215,0.003244,163.7837,13.3563,2.00573964,13043,0
HORIZONS-2,32388,U,07063B,25,280.29713937,-2.49e-06,0.0,0.0,0,999,1.9438,83.7396,0.000306,144.7167,180.9363,1.00272554,6527,0
COSMOS 2434 [GLONASS-M],32393,U,07065A,25,280.29240098,2.7e-07,0.0,0.0,0,999,64.3158,200.4447,0.0002181,57.8607,68.4626,2.13101168,13838,0
COSMOS 2436 [GLONASS-M],32395,U,07065C,25,279.17308701,1.9e-07,0.0,0.0,0,999,64.3246,200.5519,0.0017186,0.9922,120.0109,2.13099924,13831,0
THURAYA-3,32404,U,08001A,25,279.84184155,-2.97e-06,0.0,0.0,0,999,5.5636,35.1931,0.0002421,161.7041,220.4364,1.00270756,6495,0
THOR 5,32487,U,08006A,25,280.20807006,-6e-08,0.0,0.0,0,999,0.0073,203.6594,0.0002471,357.3802,249.2389,1.00271379,6477,0
AMC-14,32708,U,08011A,25,279.92891551,1.14e-06,0.0,0.0,0,999,23.6983,23.5715,0.0036706,356.7225,0.652,1.00264681,6562,0
NAVSTAR 62 (USA 201),32711,U,08012A,25,279.8647593,5.8e-07,0.0,0.0,0,999,54.4674,160.0435,0.0200763,244.3608,113.6466,2.00562492,12867,0
DIRECTV 11,32729,U,08013A,25,279.54630228,-1.24e-06,0.0,0.0,0,999,0.0102,313.9219,1.76e-05,212.0531,306.9857,1.00270853,4305,0
ICO G1,32763,U,08016A,25,279.46861825,-1.66e-06,0.0,0.0,0,999,5.4887,36.6941,0.0002444,137.0215,277.5235,1.00267667,6400,0
VINASAT-1,32767,U,08018A,25,279.66525854,0.0,0.0,0.0,0,999,0.0095,185.6459,0.0002357,39.8278,161.5351,1.00268648,6404,0
STAR ONE C2,32768,U,08018B,25,280.3235134,-2.74e-06,0.0,0.0,0,999,0.5904,84.1347,0.0002757,104.513,239.0657,1.00272668,6411,0
CARTOSAT-2A,32783,U,08021A,25,280.29444899,1.171e-05,0.0,16617000.0,0,999,97.8019,332.1657,0.0010652,207.8438,152.2205,14.78766086,94142,0
CUTE-1.7+APD II (CO-65),32785,U,08021C,25,280.28162081,8.248e-05,0.0,57194000.0,0,999,97.799,252.5183,0.0010117,157.2801,202.8875,15.05831786,94708,0
CANX-2,32790,U,08021H,25,280.13854781,7.212e-05,0.0,54236000.0,0,999,97.8338,250.953,0.0011007,171.8254,188.3152,15.028211,94676,0
SEEDS II (CO-66),32791,U,08021J,25,279.71984334,0.00020024,0.0,87514000.0,0,999,97.739,262.7402,0.0006256,106.3509,253.8415,15.2211569,94859,0
AMOS-3,32794,U,08022A,25,280.20737672,-3.2e-07,0.0,0.0,0,999,0.0118,158.5687,0.0003708,45.0081,243.0819,1.00272047,7979,0
GALAXY 18 (G-18),32951,U,08024A,25,280.30226394,2.8e-07,0.0,0.0,0,999,0.0191,249.8481,0.0003034,299.6327,172.5509,1.00271138,4331,0
YUBILEINY (RS-30),32953,U,08025A,25,280.31566042,5.6e-07,0.0,33058000.0,0,999,82.504,152.7379,0.0019403,141.3883,218.8589,12.43169054,78827,0
COSMOS 2437,32954,U,08025B,25,280.35467861,1.3e-07,0.0,227210000.0,0,999,82.5025,154.6521,0.0020489,158.7045,318.9422,12.42752599,78796,0
COSMOS 2438,32955,U,08025C,25,280.29072821,5.6e-07,0.0,32785000.0,0,999,82.502,150.2318,0.0021552,134.658,225.6261,12.43361331,78840,0
COSMOS 2439,32956,U,08025D,25,280.28637174,3.8e-07,0.0,20313000.0,0,999,82.5076,155.0107,0.002102,144.8182,215.4291,12.43063087,78829,0
FENGYUN 3A,32958,U,08026A,25,280.28666098,1.71e-06,0.0,10164000.0,0,999,98.6576,221.2525,0.0009451,131.4264,228.7726,14.19482737,89952,0
ZHONGXING-9,33051,U,08028A,25,280.08370286,-2.47e-06,0.0,0.0,0,999,0.121,90.4245,0.0006038,130.6183,277.5189,1.00270613,6350,0
FGRST (GLAST),33053,U,08029A,25,280.00646743,5.135e-05,0.0,20469000.0,0,999,25.5818,160.0424,0.0008145,221.7819,138.2097,15.21938002,95719,0
SKYNET 5C,33055,U,08030A,25,280.20469005,-1.34e-06,0.0,0.0,0,999,3.1346,80.0126,0.0004863,135.1128,216.9192,1.00270701,6341,0
TURKSAT 3A,33056,U,08030B,25,280.21656344,1.49e-06,0.0,0.0,0,999,0.0558,72.9599,0.0004096,101.4309,321.6896,1.0027028,4982,0
INTELSAT 25 (IS-25),33153,U,08034A,25,280.20200337,-2.2e-06,0.0,0.0,0,999,2.0502,83.4319,0.0004426,138.9618,194.9528,1.00269988,6315,0
ECHOSTAR 11,33207,U,08035A,25,280.1864033,-5.4e-07,0.0,0.0,0,999,0.3449,86.8404,0.0002379,108.4884,137.8819,1.00271829,4867,0
SUPERBIRD-C2,33274,U,08038A,25,280.16542988,-2.47e-06,0.0,0.0,0,999,1.7024,84.4873,0.0001427,132.4367,2.6559,1.00272097,10319,0
AMC-21,33275,U,08038B,25,280.30047944,4e-07,0.0,0.0,0,999,2.2889,83.3953,0.0002961,122.7453,153.358,1.00271522,6295,0
INMARSAT 4-F3,33278,U,08039A,25,280.28953414,-1.36e-06,0.0,0.0,0,999,4.0809,30.4497,0.0002911,177.1905,174.7947,1.00271884,4400,0
HUANJING 1A (HJ-1A),33320,U,08041A,25,280.31414812,2.167e-05,0.0,27159000.0,0,999,97.6504,271.4115,0.0017687,247.0734,112.8614,14.83096127,92091,0
HUANJING 1B (HJ-1B),33321,U,08041B,25,280.31567433,1.902e-05,0.0,24036000.0,0,999,97.6373,275.2757,0.003539,294.5138,65.2388,14.82571368,92093,0
GEOEYE 1,33331,U,08042A,25,280.25771555,8.82e-06,0.0,17412000.0,0,999,98.1221,352.3585,0.0005241,124.1937,235.9764,14.64822847,91312,0
NIMIQ 4,33373,U,08044A,25,280.12062301,-2.18e-06,0.0,0.0,0,999,0.0165,236.4759,0.0001537,314.6205,146.3664,1.00272926,6244,0
GALAXY 19 (G-19),33376,U,08045A,25,279.97493572,-1.37e-06,0.0,0.0,0,999,0.03,255.3427,0.0002873,299.7491,74.7888,1.0026944,6236,0
THEOS,33396,U,08049A,25,280.31006501,9.8e-07,0.0,661540000.0,0,999,98.5965,340.3259,0.0001127,88.3059,271.8247,14.20075061,88207,0
SHIJIAN-6 03A (SJ-6 03A),33408,U,08053A,25,280.24230297,7.104e-05,0.0,39966000.0,0,999,97.8689,300.0029,0.0013126,153.4182,206.7725,15.13516425,92465,0
SHIJIAN-6 03B (SJ-6 03B),33409,U,08053B,25,280.29845624,2.286e-05,0.0,17387000.0,0,999,97.8741,291.0333,0.0020391,167.9541,192.2175,15.03022848,92474,0
COSMO-SKYMED 3,33412,U,08054A,25,280.31101984,5.255e-05,0.0,37866000.0,0,999,97.8563,129.5984,0.0017931,46.5857,313.6857,15.04488353,91888,0
SHIYAN-3 (SY-3),33433,U,08056A,25,280.32007089,2.14e-06,0.0,985720000.0,0,999,98.6336,304.0319,0.0014185,153.6333,206.5574,14.30685593,88264,0
CHUANGXIN 1-02 (CX-1-02),33434,U,08056B,25,280.30737366,1.35e-06,0.0,693120000.0,0,999,98.6406,303.7872,0.0014702,158.8401,201.3393,14.30077061,88247,0
ASTRA 1M,33436,U,08057A,25,280.21205675,1.23e-06,0.0,0.0,0,999,0.0569,62.222,0.0005323,119.0758,290.3677,1.00272848,4320,0
YAOGAN-4,33446,U,08061A,25,280.25765614,1.769e-05,0.0,22720000.0,0,999,97.9084,211.0616,0.0014657,168.2604,191.8954,14.82387559,90818,0
EUTELSAT HOTBIRD 13C,33459,U,08065A,25,280.20573005,-9.6e-07,0.0,0.0,0,999,2.2945,82.1689,0.0005525,137.0476,218.4788,1.00271439,4480,0
GOSAT (IBUKI),33492,U,09002A,25,280.25153608,1.346e-05,0.0,24576000.0,0,999,98.0726,29.7965,0.0001531,99.8546,260.2831,14.67550628,89436,0
STARS (KUKAI),33498,U,09002G,25,280.27617458,6.121e-05,0.0,59506000.0,0,999,98.1272,213.1747,0.0007193,289.7396,70.3046,14.92944382,90070,0
KKS-1 (KISEKI),33499,U,09002H,25,280.31582038,2.604e-05,0.0,33451000.0,0,999,98.1126,193.9815,0.0009047,38.1808,322.0043,14.82052455,89872,0
EXPRESS-AM44,33595,U,09007A,25,280.20607671,-8.4e-07,0.0,0.0,0,999,2.8071,81.4948,0.0004332,116.0779,241.7542,1.00271561,4974,0
NSS-9,33749,U,09008A,25,280.17314324,7.5e-07,0.0,0.0,0,999,0.6019,84.5928,0.0002142,103.9386,72.9699,1.00272705,6098,0
TELSTAR 11N,34111,U,09009A,25,279.41581642,-2.48e-06,0.0,0.0,0,999,0.0178,201.2771,0.0002351,344.1597,302.0602,1.00270639,4370,0
NAVSTAR 63 (USA 203),34661,U,09014A,25,278.76774302,4e-08,0.0,0.0,0,999,54.5368,220.8584,0.0140376,60.2973,297.9061,2.00559955,12117,0
WGS F2 (USA 204),34713,U,09017A,25,280.1482698,0.0,0.0,0.0,0,999,0.0201,187.5557,2.52e-05,44.5958,254.7921,1.00269461,4308,0
SES-7 (PROTOSTAR 2),34941,U,09027A,25,279.97822603,-3.43e-06,0.0,0.0,0,999,0.0702,75.6254,0.0001329,162.2582,238.437,1.00276251,6009,0
MEASAT-3A,35362,U,09032A,25,279.86375066,-1.08e-06,0.0,0.0,0,999,0.0438,359.1098,0.00023,227.7998,259.8362,1.00271274,549,0
GOES 14,35491,U,09033A,25,280.3107375,-6.3e-07,0.0,0.0,0,999,1.0212,86.2208,0.0004026,117.6778,175.7614,1.00270336,405,0
FM-5,35493,U,09034A,25,280.28599105,-1.98e-06,0.0,0.0,0,999,0.0292,260.7961,6.73e-05,217.0497,275.172,1.00270322,4410,0
TERRESTAR-1,35496,U,09035A,25,280.26864396,-5.1e-07,0.0,0.0,0,999,4.976,48.7399,0.0002399,139.4448,173.7027,1.00271003,5959,0
COSMOS 2451,35498,U,09036A,25,280.32352694,7e-08,0.0,-196350000.0,0,999,82.4847,249.227,0.0007921,45.5344,314.6382,12.40864579,73628,0
COSMOS 2453,35500,U,09036C,25,280.26931527,0.0,0.0,-722870000.0,0,999,82.4858,244.9878,0.0007385,6.9489,353.1691,12.41513352,73659,0
DEIMOS-1,35681,U,09041A,25,280.2952631,1.068e-05,0.0,16663000.0,0,999,97.7125,84.0108,4.65e-05,19.3647,340.758,14.74796119,86960,0
DUBAISAT-1,35682,U,09041B,25,280.28922812,1.966e-05,0.0,30428000.0,0,999,97.9724,51.9906,0.0011054,157.1645,203.0058,14.74315431,86782,0
UK-DMC 2,35683,U,09041C,25,280.32121404,1.592e-05,0.0,24166000.0,0,999,97.8497,57.1371,0.000144,80.4003,279.7369,14.75401089,86927,0
APRIZESAT 4,35684,U,09041D,25,280.20943549,1.444e-05,0.0,18047000.0,0,999,98.1727,345.1909,0.0044934,62.5158,298.0612,14.83284856,87385,0
NANOSAT 1B,35685,U,09041E,25,280.27336253,2.332e-05,0.0,23226000.0,0,999,98.0998,26.5654,0.0049501,277.0705,82.4885,14.9176878,87669,0
APRIZESAT 3,35686,U,09041F,25,280.28765411,2.898e-05,0.0,26070000.0,0,999,98.173,57.1593,0.0063073,180.7975,179.3154,14.9500507,87857,0
ASIASAT 5,35696,U,09042A,25,280.01410922,-3.05e-06,0.0,0.0,0,999,0.0361,257.2159,0.0001606,286.2614,298.0346,1.00270144,5917,0
NAVSTAR 64 (USA 206),35752,U,09043A,25,279.41510997,-5.5e-07,0.0,0.0,0,999,56.0469,37.437,0.0054044,82.1001,330.8657,2.005695,11827,0
JCSAT-12 (JCSAT-RA),35755,U,09044A,25,280.21572494,0.0,0.0,0.0,0,999,0.0183,201.4659,0.0002833,47.2915,337.0574,1.00267595,5907,0
OPTUS D3,35756,U,09044B,25,279.59685883,-1.45e-06,0.0,0.0,0,999,0.2837,272.2289,5.15e-05,234.8342,239.4264,1.00266555,5902,0
NIMIQ 5,35873,U,09050A,25,280.29870895,-2.54e-06,0.0,0.0,0,999,0.0525,83.0398,0.0003122,127.0989,200.9143,1.00270813,5880,0
OCEANSAT-2,35931,U,09051A,25,280.27805121,-1.56e-06,0.0,-808350000.0,0,999,98.2239,287.6085,0.0016093,227.4316,132.5493,13.99608301,84395,0
SWISSCUBE,35932,U,09051B,25,280.23855542,1.862e-05,0.0,38400000.0,0,999,98.4146,178.6403,0.0005563,285.3217,74.7369,14.61665264,85219,0
BEESAT-1,35933,U,09051C,25,280.26250493,1.604e-05,0.0,33677000.0,0,999,98.4077,178.8022,0.0004224,304.3512,55.7288,14.61029541,85224,0
ITUPSAT1,35935,U,09051E,25,280.2414958,1.434e-05,0.0,31033000.0,0,999,98.4168,178.2203,0.0006604,311.6474,48.416,14.59805266,85182,0
AMAZONAS 2,35942,U,09054A,25,280.32198535,-2.79e-06,0.0,0.0,0,999,1.1544,86.4845,0.0003568,117.6024,227.2703,1.00269389,5864,0
COMSATBW-1,35943,U,09054B,25,280.08169602,2.7e-07,0.0,0.0,0,999,0.0124,178.2263,0.0001554,27.2983,262.8889,1.00271861,5876,0
WORLDVIEW-2 (WV-2),35946,U,09055A,25,280.26893171,2.86e-06,0.0,11015000.0,0,999,98.4774,352.2836,0.0002798,254.6012,105.4865,14.37463377,83930,0
DMSP 5D-3 F18 (USA 210),35951,U,09057A,25,280.2456337,3.53e-06,0.0,20661000.0,0,999,98.8746,257.006,0.0009943,248.9805,111.0305,14.14715453,82382,0
NSS-12,36032,U,09058A,25,280.14818314,7.4e-07,0.0,0.0,0,999,0.0815,69.2335,0.0003149,127.6933,289.494,1.00272277,5838,0
THOR 6,36033,U,09058B,25,280.20807006,-7e-08,0.0,0.0,0,999,0.0126,177.4865,0.0001845,9.2732,263.4308,1.00270809,5846,0
SMOS,36036,U,09059A,25,280.01478742,5.13e-06,0.0,17768000.0,0,999,98.4426,106.0369,0.0001178,84.6932,275.4391,14.39774786,83702,0
PROBA-2,36037,U,09059B,25,280.26656302,4.08e-06,0.0,10592000.0,0,999,98.2405,102.2172,0.0012916,347.2628,12.8241,14.54634741,84475,0
